9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|41|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|906|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Dauernheim|ADDRESS-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Dauernheim|NAME.E41-9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (8.94 50.36)|SPATIAL COORDINATES_GEOMETRY.E47-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_4|SPATIAL COORDINATES_GEOMETRY.E47-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_1_3|INVESTIGATION TYPE.E55-0
